segment_id,segment_name,date,total_attempts_on_date,daily_attempts,athlete_count
27751723,"Mohaka Meander south",2025-08-06,3143,0,511
27751719,"Mohaka Meander north",2025-08-06,2906,3,549
1752652,"491",2025-08-06,16494,1,2440
22616278,"Pavlova",2025-08-06,1566,0,436
3385865,"B-line Ext",2025-08-06,21075,2,2704
33496074,"Dig This",2025-08-06,925,0,342
11890472,"Te Whiti Riser",2025-08-06,12734,0,1664
1752667,"Nga Tuna",2025-08-06,20188,0,2500
17193656,"Second Star 2018",2025-08-06,5247,2,1035
22324740,"Superplus Gracefield exit full",2025-08-06,10671,4,1770
22324737,"Lower Superplus to gracefield rd",2025-08-06,10578,4,1502
35587315,"Gingernuts and Towai Traverse",2025-08-06,2857,7,816
1752602,"Towai Traverse",2025-08-06,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-06,8235,2,1312
14931000,"Top of Te Whiti to Towai",2025-08-06,35452,10,3155
8760918,"Spoonhill + Scrims",2025-08-06,1605,0,434
35338309,"Fade To Black",2025-08-06,2013,0,501
5741040,"Freewheel, trig to 4wd",2025-08-07,42215,13,4644
35457806,"Snail trail",2025-08-07,33861,5,3979
11559698,"Labyrinth 2016 - down",2025-08-07,21647,3,3036
35512175,"Double Happy",2025-08-07,1389,1,382
3385864,"banker",2025-08-07,20271,0,3493
9230928,"Jungle Scout Up",2025-08-07,21614,2,3362
27751723,"Mohaka Meander south",2025-08-07,3143,0,511
27751719,"Mohaka Meander north",2025-08-07,2910,4,549
1752652,"491",2025-08-07,16495,1,2440
22616278,"Pavlova",2025-08-07,1566,0,436
3385865,"B-line Ext",2025-08-07,21076,1,2704
33496074,"Dig This",2025-08-07,925,0,342
11890472,"Te Whiti Riser",2025-08-07,12735,1,1664
1752667,"Nga Tuna",2025-08-07,20189,1,2500
17193656,"Second Star 2018",2025-08-07,5250,3,1035
22324740,"Superplus Gracefield exit full",2025-08-07,10673,2,1769
22324737,"Lower Superplus to gracefield rd",2025-08-07,10580,2,1502
35587315,"Gingernuts and Towai Traverse",2025-08-07,2859,2,816
1752602,"Towai Traverse",2025-08-07,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-07,8237,2,1312
14931000,"Top of Te Whiti to Towai",2025-08-07,35463,11,3155
8760918,"Spoonhill + Scrims",2025-08-07,1605,0,434
35338309,"Fade To Black",2025-08-07,2014,1,501
5741040,"Freewheel, trig to 4wd",2025-08-08,42216,1,4644
35457806,"Snail trail",2025-08-08,33862,1,3979
11559698,"Labyrinth 2016 - down",2025-08-08,21647,0,3036
35512175,"Double Happy",2025-08-08,1389,0,382
3385864,"banker",2025-08-08,20271,0,3493
9230928,"Jungle Scout Up",2025-08-08,21614,0,3362
27751723,"Mohaka Meander south",2025-08-08,3143,0,511
27751719,"Mohaka Meander north",2025-08-08,2911,1,549
1752652,"491",2025-08-08,16494,0,2440
22616278,"Pavlova",2025-08-08,1566,0,436
3385865,"B-line Ext",2025-08-08,21074,0,2704
33496074,"Dig This",2025-08-08,925,0,342
11890472,"Te Whiti Riser",2025-08-08,12735,0,1664
1752667,"Nga Tuna",2025-08-08,20189,0,2500
17193656,"Second Star 2018",2025-08-08,5250,0,1035
22324740,"Superplus Gracefield exit full",2025-08-08,10673,0,1769
22324737,"Lower Superplus to gracefield rd",2025-08-08,10580,0,1502
35587315,"Gingernuts and Towai Traverse",2025-08-08,2859,0,816
1752602,"Towai Traverse",2025-08-08,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-08,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-08,35468,5,3155
8760918,"Spoonhill + Scrims",2025-08-08,1605,0,434
35338309,"Fade To Black",2025-08-08,2013,0,501
5741040,"Freewheel, trig to 4wd",2025-08-09,42218,2,4644
35457806,"Snail trail",2025-08-09,33865,3,3980
11559698,"Labyrinth 2016 - down",2025-08-09,21648,1,3036
35512175,"Double Happy",2025-08-09,1389,0,382
3385864,"banker",2025-08-09,20271,0,3493
9230928,"Jungle Scout Up",2025-08-09,21613,0,3362
27751723,"Mohaka Meander south",2025-08-09,3143,0,511
27751719,"Mohaka Meander north",2025-08-09,2915,4,550
1752652,"491",2025-08-09,16493,0,2440
22616278,"Pavlova",2025-08-09,1566,0,436
3385865,"B-line Ext",2025-08-09,21074,0,2704
33496074,"Dig This",2025-08-09,925,0,342
11890472,"Te Whiti Riser",2025-08-09,12735,0,1664
1752667,"Nga Tuna",2025-08-09,20187,0,2500
17193656,"Second Star 2018",2025-08-09,5253,3,1036
22324740,"Superplus Gracefield exit full",2025-08-09,10674,1,1769
22324737,"Lower Superplus to gracefield rd",2025-08-09,10581,1,1502
35587315,"Gingernuts and Towai Traverse",2025-08-09,2859,0,816
1752602,"Towai Traverse",2025-08-09,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-09,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-09,35468,0,3155
8760918,"Spoonhill + Scrims",2025-08-09,1605,0,434
35338309,"Fade To Black",2025-08-09,2012,0,501
5741040,"Freewheel, trig to 4wd",2025-08-10,42226,8,4644
35457806,"Snail trail",2025-08-10,33868,3,3980
11559698,"Labyrinth 2016 - down",2025-08-10,21649,1,3036
35512175,"Double Happy",2025-08-10,1389,0,382
3385864,"banker",2025-08-10,20271,0,3493
9230928,"Jungle Scout Up",2025-08-10,21614,1,3362
27751723,"Mohaka Meander south",2025-08-10,3143,0,511
27751719,"Mohaka Meander north",2025-08-10,2917,2,551
1752652,"491",2025-08-10,16494,1,2440
22616278,"Pavlova",2025-08-10,1566,0,436
3385865,"B-line Ext",2025-08-10,21074,0,2704
33496074,"Dig This",2025-08-10,925,0,342
11890472,"Te Whiti Riser",2025-08-10,12735,0,1664
1752667,"Nga Tuna",2025-08-10,20188,1,2500
17193656,"Second Star 2018",2025-08-10,5253,0,1036
22324740,"Superplus Gracefield exit full",2025-08-10,10674,0,1769
22324737,"Lower Superplus to gracefield rd",2025-08-10,10581,0,1502
35587315,"Gingernuts and Towai Traverse",2025-08-10,2859,0,816
1752602,"Towai Traverse",2025-08-10,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-10,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-10,35474,6,3155
8760918,"Spoonhill + Scrims",2025-08-10,1605,0,434
35338309,"Fade To Black",2025-08-10,2012,0,501
5741040,"Freewheel, trig to 4wd",2025-08-11,42226,0,4643
35457806,"Snail trail",2025-08-11,33868,0,3980
11559698,"Labyrinth 2016 - down",2025-08-11,21649,0,3036
35512175,"Double Happy",2025-08-11,1389,0,382
3385864,"banker",2025-08-11,20271,0,3493
9230928,"Jungle Scout Up",2025-08-11,21614,0,3361
27751723,"Mohaka Meander south",2025-08-11,3143,0,511
27751719,"Mohaka Meander north",2025-08-11,2917,0,551
1752652,"491",2025-08-11,16494,0,2440
22616278,"Pavlova",2025-08-11,1566,0,436
3385865,"B-line Ext",2025-08-11,21074,0,2704
33496074,"Dig This",2025-08-11,925,0,342
11890472,"Te Whiti Riser",2025-08-11,12735,0,1664
1752667,"Nga Tuna",2025-08-11,20188,0,2500
17193656,"Second Star 2018",2025-08-11,5253,0,1036
22324740,"Superplus Gracefield exit full",2025-08-11,10674,0,1769
22324737,"Lower Superplus to gracefield rd",2025-08-11,10581,0,1502
35587315,"Gingernuts and Towai Traverse",2025-08-11,2859,0,816
1752602,"Towai Traverse",2025-08-11,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-11,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-11,35474,0,3155
8760918,"Spoonhill + Scrims",2025-08-11,1605,0,434
35338309,"Fade To Black",2025-08-11,2013,1,501
5741040,"Freewheel, trig to 4wd",2025-08-12,42227,1,4643
35457806,"Snail trail",2025-08-12,33868,0,3980
11559698,"Labyrinth 2016 - down",2025-08-12,21649,0,3036
35512175,"Double Happy",2025-08-12,1389,0,382
3385864,"banker",2025-08-12,20271,0,3493
9230928,"Jungle Scout Up",2025-08-12,21614,0,3361
27751723,"Mohaka Meander south",2025-08-12,3143,0,511
27751719,"Mohaka Meander north",2025-08-12,2917,0,551
1752652,"491",2025-08-12,16494,0,2440
22616278,"Pavlova",2025-08-12,1566,0,436
3385865,"B-line Ext",2025-08-12,21074,0,2704
33496074,"Dig This",2025-08-12,925,0,342
11890472,"Te Whiti Riser",2025-08-12,12735,0,1664
1752667,"Nga Tuna",2025-08-12,20188,0,2500
17193656,"Second Star 2018",2025-08-12,5253,0,1036
22324740,"Superplus Gracefield exit full",2025-08-12,10674,0,1769
22324737,"Lower Superplus to gracefield rd",2025-08-12,10581,0,1502
35587315,"Gingernuts and Towai Traverse",2025-08-12,2859,0,816
1752602,"Towai Traverse",2025-08-12,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-12,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-12,35475,1,3155
8760918,"Spoonhill + Scrims",2025-08-12,1605,0,434
35338309,"Fade To Black",2025-08-12,2013,0,501
5741040,"Freewheel, trig to 4wd",2025-08-13,42234,7,4643
35457806,"Snail trail",2025-08-13,33868,0,3980
11559698,"Labyrinth 2016 - down",2025-08-13,21649,0,3036
35512175,"Double Happy",2025-08-13,1389,0,382
3385864,"banker",2025-08-13,20271,0,3493
9230928,"Jungle Scout Up",2025-08-13,21614,0,3361
27751723,"Mohaka Meander south",2025-08-13,3143,0,511
27751719,"Mohaka Meander north",2025-08-13,2919,2,551
1752652,"491",2025-08-13,16495,1,2440
22616278,"Pavlova",2025-08-13,1566,0,436
3385865,"B-line Ext",2025-08-13,21074,0,2704
33496074,"Dig This",2025-08-13,925,0,342
11890472,"Te Whiti Riser",2025-08-13,12735,0,1664
1752667,"Nga Tuna",2025-08-13,20188,0,2500
17193656,"Second Star 2018",2025-08-13,5255,2,1036
22324740,"Superplus Gracefield exit full",2025-08-13,10676,2,1769
22324737,"Lower Superplus to gracefield rd",2025-08-13,10583,2,1502
35587315,"Gingernuts and Towai Traverse",2025-08-13,2859,0,816
1752602,"Towai Traverse",2025-08-13,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-13,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-13,35478,3,3155
8760918,"Spoonhill + Scrims",2025-08-13,1605,0,434
35338309,"Fade To Black",2025-08-13,2013,0,501
5741040,"Freewheel, trig to 4wd",2025-08-14,42241,7,4643
35457806,"Snail trail",2025-08-14,33870,2,3980
11559698,"Labyrinth 2016 - down",2025-08-14,21651,2,3036
35512175,"Double Happy",2025-08-14,1389,0,382
3385864,"banker",2025-08-14,20272,1,3493
9230928,"Jungle Scout Up",2025-08-14,21614,0,3361
27751723,"Mohaka Meander south",2025-08-14,3143,0,511
27751719,"Mohaka Meander north",2025-08-14,2922,3,551
1752652,"491",2025-08-14,16495,0,2440
22616278,"Pavlova",2025-08-14,1566,0,436
3385865,"B-line Ext",2025-08-14,21076,2,2704
33496074,"Dig This",2025-08-14,925,0,342
11890472,"Te Whiti Riser",2025-08-14,12735,0,1664
1752667,"Nga Tuna",2025-08-14,20188,0,2500
17193656,"Second Star 2018",2025-08-14,5255,0,1036
22324740,"Superplus Gracefield exit full",2025-08-14,10677,1,1769
22324737,"Lower Superplus to gracefield rd",2025-08-14,10584,1,1502
35587315,"Gingernuts and Towai Traverse",2025-08-14,2861,2,816
1752602,"Towai Traverse",2025-08-14,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-14,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-14,35483,5,3155
8760918,"Spoonhill + Scrims",2025-08-14,1605,0,434
35338309,"Fade To Black",2025-08-14,2013,0,501
5741040,"Freewheel, trig to 4wd",2025-08-15,42248,7,4643
35457806,"Snail trail",2025-08-15,33873,3,3980
11559698,"Labyrinth 2016 - down",2025-08-15,21655,4,3036
35512175,"Double Happy",2025-08-15,1389,0,382
3385864,"banker",2025-08-15,20272,0,3493
9230928,"Jungle Scout Up",2025-08-15,21614,0,3361
27751723,"Mohaka Meander south",2025-08-15,3143,0,511
27751719,"Mohaka Meander north",2025-08-15,2922,0,551
1752652,"491",2025-08-15,16495,0,2440
22616278,"Pavlova",2025-08-15,1566,0,436
3385865,"B-line Ext",2025-08-15,21079,3,2705
33496074,"Dig This",2025-08-15,925,0,342
11890472,"Te Whiti Riser",2025-08-15,12736,1,1664
1752667,"Nga Tuna",2025-08-15,20188,0,2500
17193656,"Second Star 2018",2025-08-15,5255,0,1036
22324740,"Superplus Gracefield exit full",2025-08-15,10680,3,1769
22324737,"Lower Superplus to gracefield rd",2025-08-15,10587,3,1502
35587315,"Gingernuts and Towai Traverse",2025-08-15,2861,0,816
1752602,"Towai Traverse",2025-08-15,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-15,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-15,35489,6,3155
8760918,"Spoonhill + Scrims",2025-08-15,1605,0,434
35338309,"Fade To Black",2025-08-15,2016,3,501
5741040,"Freewheel, trig to 4wd",2025-08-16,42277,29,4642
35457806,"Snail trail",2025-08-16,33882,9,3980
11559698,"Labyrinth 2016 - down",2025-08-16,21656,1,3036
35512175,"Double Happy",2025-08-16,1390,1,382
3385864,"banker",2025-08-16,20272,0,3493
9230928,"Jungle Scout Up",2025-08-16,21617,3,3362
27751723,"Mohaka Meander south",2025-08-16,3143,0,511
27751719,"Mohaka Meander north",2025-08-16,2936,14,551
1752652,"491",2025-08-16,16496,1,2440
22616278,"Pavlova",2025-08-16,1566,0,436
3385865,"B-line Ext",2025-08-16,21082,3,2705
33496074,"Dig This",2025-08-16,925,0,342
11890472,"Te Whiti Riser",2025-08-16,12738,2,1664
1752667,"Nga Tuna",2025-08-16,20190,2,2500
17193656,"Second Star 2018",2025-08-16,5261,6,1036
22324740,"Superplus Gracefield exit full",2025-08-16,10685,5,1770
22324737,"Lower Superplus to gracefield rd",2025-08-16,10593,6,1503
35587315,"Gingernuts and Towai Traverse",2025-08-16,2862,1,816
1752602,"Towai Traverse",2025-08-16,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-16,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-16,35503,14,3155
8760918,"Spoonhill + Scrims",2025-08-16,1605,0,434
35338309,"Fade To Black",2025-08-16,2018,2,501
5741040,"Freewheel, trig to 4wd",2025-08-17,42293,16,4643
35457806,"Snail trail",2025-08-17,33888,6,3981
11559698,"Labyrinth 2016 - down",2025-08-17,21656,0,3036
35512175,"Double Happy",2025-08-17,1390,0,382
3385864,"banker",2025-08-17,20272,0,3493
9230928,"Jungle Scout Up",2025-08-17,21625,8,3363
27751723,"Mohaka Meander south",2025-08-17,3143,0,511
27751719,"Mohaka Meander north",2025-08-17,2940,4,552
1752652,"491",2025-08-17,16499,3,2440
22616278,"Pavlova",2025-08-17,1566,0,436
3385865,"B-line Ext",2025-08-17,21086,4,2705
33496074,"Dig This",2025-08-17,925,0,342
11890472,"Te Whiti Riser",2025-08-17,12741,3,1666
1752667,"Nga Tuna",2025-08-17,20192,2,2500
17193656,"Second Star 2018",2025-08-17,5262,1,1036
22324740,"Superplus Gracefield exit full",2025-08-17,10691,6,1773
22324737,"Lower Superplus to gracefield rd",2025-08-17,10599,6,1505
35587315,"Gingernuts and Towai Traverse",2025-08-17,2862,0,816
1752602,"Towai Traverse",2025-08-17,7536,0,1290
2716897,"Towai Traverse Climb",2025-08-17,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-17,35516,13,3156
8760918,"Spoonhill + Scrims",2025-08-17,1605,0,434
35338309,"Fade To Black",2025-08-17,2022,4,503
5741040,"Freewheel, trig to 4wd",2025-08-18,42295,2,4643
35457806,"Snail trail",2025-08-18,33890,2,3981
11559698,"Labyrinth 2016 - down",2025-08-18,21657,1,3036
35512175,"Double Happy",2025-08-18,1390,0,382
3385864,"banker",2025-08-18,20272,0,3493
9230928,"Jungle Scout Up",2025-08-18,21625,0,3363
27751723,"Mohaka Meander south",2025-08-18,3143,0,511
27751719,"Mohaka Meander north",2025-08-18,2940,0,552
1752652,"491",2025-08-18,16500,1,2442
22616278,"Pavlova",2025-08-18,1566,0,436
3385865,"B-line Ext",2025-08-18,21086,0,2705
33496074,"Dig This",2025-08-18,925,0,342
11890472,"Te Whiti Riser",2025-08-18,12742,1,1666
1752667,"Nga Tuna",2025-08-18,20192,0,2500
17193656,"Second Star 2018",2025-08-18,5262,0,1036
22324740,"Superplus Gracefield exit full",2025-08-18,10691,0,1773
22324737,"Lower Superplus to gracefield rd",2025-08-18,10599,0,1505
35587315,"Gingernuts and Towai Traverse",2025-08-18,2862,0,816
1752602,"Towai Traverse",2025-08-18,7537,1,1290
2716897,"Towai Traverse Climb",2025-08-18,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-18,35519,3,3156
8760918,"Spoonhill + Scrims",2025-08-18,1605,0,434
35338309,"Fade To Black",2025-08-18,2022,0,503
5741040,"Freewheel, trig to 4wd",2025-08-19,42295,0,4643
35457806,"Snail trail",2025-08-19,33890,0,3981
11559698,"Labyrinth 2016 - down",2025-08-19,21657,0,3036
35512175,"Double Happy",2025-08-19,1390,0,382
3385864,"banker",2025-08-19,20272,0,3493
9230928,"Jungle Scout Up",2025-08-19,21625,0,3363
27751723,"Mohaka Meander south",2025-08-19,3143,0,511
27751719,"Mohaka Meander north",2025-08-19,2940,0,552
1752652,"491",2025-08-19,16500,0,2442
22616278,"Pavlova",2025-08-19,1566,0,436
3385865,"B-line Ext",2025-08-19,21086,0,2705
33496074,"Dig This",2025-08-19,925,0,342
11890472,"Te Whiti Riser",2025-08-19,12742,0,1666
1752667,"Nga Tuna",2025-08-19,20192,0,2500
17193656,"Second Star 2018",2025-08-19,5262,0,1036
22324740,"Superplus Gracefield exit full",2025-08-19,10691,0,1773
22324737,"Lower Superplus to gracefield rd",2025-08-19,10599,0,1505
35587315,"Gingernuts and Towai Traverse",2025-08-19,2862,0,816
1752602,"Towai Traverse",2025-08-19,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-19,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-19,35519,0,3156
8760918,"Spoonhill + Scrims",2025-08-19,1605,0,434
35338309,"Fade To Black",2025-08-19,2022,0,503
5741040,"Freewheel, trig to 4wd",2025-08-20,42295,0,4643
35457806,"Snail trail",2025-08-20,33890,0,3981
11559698,"Labyrinth 2016 - down",2025-08-20,21657,0,3036
35512175,"Double Happy",2025-08-20,1390,0,382
3385864,"banker",2025-08-20,20272,0,3492
9230928,"Jungle Scout Up",2025-08-20,21625,0,3363
27751723,"Mohaka Meander south",2025-08-20,3143,0,511
27751719,"Mohaka Meander north",2025-08-20,2940,0,552
1752652,"491",2025-08-20,16500,0,2442
22616278,"Pavlova",2025-08-20,1566,0,436
3385865,"B-line Ext",2025-08-20,21086,0,2705
33496074,"Dig This",2025-08-20,925,0,342
11890472,"Te Whiti Riser",2025-08-20,12742,0,1666
1752667,"Nga Tuna",2025-08-20,20192,0,2500
17193656,"Second Star 2018",2025-08-20,5262,0,1036
22324740,"Superplus Gracefield exit full",2025-08-20,10691,0,1773
22324737,"Lower Superplus to gracefield rd",2025-08-20,10599,0,1504
35587315,"Gingernuts and Towai Traverse",2025-08-20,2862,0,816
1752602,"Towai Traverse",2025-08-20,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-20,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-20,35519,0,3156
8760918,"Spoonhill + Scrims",2025-08-20,1605,0,434
35338309,"Fade To Black",2025-08-20,2022,0,503
5741040,"Freewheel, trig to 4wd",2025-08-21,42295,0,4643
35457806,"Snail trail",2025-08-21,33893,3,3981
11559698,"Labyrinth 2016 - down",2025-08-21,21661,4,3036
35512175,"Double Happy",2025-08-21,1390,0,382
3385864,"banker",2025-08-21,20274,2,3492
9230928,"Jungle Scout Up",2025-08-21,21625,0,3363
27751723,"Mohaka Meander south",2025-08-21,3143,0,511
27751719,"Mohaka Meander north",2025-08-21,2942,2,552
1752652,"491",2025-08-21,16500,0,2442
22616278,"Pavlova",2025-08-21,1566,0,436
3385865,"B-line Ext",2025-08-21,21087,1,2705
33496074,"Dig This",2025-08-21,925,0,342
11890472,"Te Whiti Riser",2025-08-21,12742,0,1666
1752667,"Nga Tuna",2025-08-21,20192,0,2500
17193656,"Second Star 2018",2025-08-21,5262,0,1036
22324740,"Superplus Gracefield exit full",2025-08-21,10691,0,1773
22324737,"Lower Superplus to gracefield rd",2025-08-21,10599,0,1504
35587315,"Gingernuts and Towai Traverse",2025-08-21,2864,2,816
1752602,"Towai Traverse",2025-08-21,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-21,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-21,35519,0,3156
8760918,"Spoonhill + Scrims",2025-08-21,1605,0,434
35338309,"Fade To Black",2025-08-21,2022,0,503
5741040,"Freewheel, trig to 4wd",2025-08-22,42297,2,4643
35457806,"Snail trail",2025-08-22,33893,0,3981
11559698,"Labyrinth 2016 - down",2025-08-22,21661,0,3036
35512175,"Double Happy",2025-08-22,1390,0,382
3385864,"banker",2025-08-22,20274,0,3492
9230928,"Jungle Scout Up",2025-08-22,21625,0,3363
27751723,"Mohaka Meander south",2025-08-22,3143,0,511
27751719,"Mohaka Meander north",2025-08-22,2942,0,552
1752652,"491",2025-08-22,16501,1,2442
22616278,"Pavlova",2025-08-22,1566,0,436
3385865,"B-line Ext",2025-08-22,21088,1,2705
33496074,"Dig This",2025-08-22,925,0,342
11890472,"Te Whiti Riser",2025-08-22,12742,0,1665
1752667,"Nga Tuna",2025-08-22,20193,1,2500
17193656,"Second Star 2018",2025-08-22,5262,0,1036
22324740,"Superplus Gracefield exit full",2025-08-22,10691,0,1773
22324737,"Lower Superplus to gracefield rd",2025-08-22,10599,0,1504
35587315,"Gingernuts and Towai Traverse",2025-08-22,2864,0,816
1752602,"Towai Traverse",2025-08-22,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-22,8237,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-22,35520,1,3156
8760918,"Spoonhill + Scrims",2025-08-22,1605,0,434
35338309,"Fade To Black",2025-08-22,2022,0,503
5741040,"Freewheel, trig to 4wd",2025-08-23,42338,41,4644
35457806,"Snail trail",2025-08-23,33919,26,3980
11559698,"Labyrinth 2016 - down",2025-08-23,21666,5,3036
35512175,"Double Happy",2025-08-23,1390,0,382
3385864,"banker",2025-08-23,20274,0,3492
9230928,"Jungle Scout Up",2025-08-23,21628,3,3363
27751723,"Mohaka Meander south",2025-08-23,3144,1,763
27751719,"Mohaka Meander north",2025-08-23,2966,24,552
1752652,"491",2025-08-23,16502,1,2443
22616278,"Pavlova",2025-08-23,1566,0,436
3385865,"B-line Ext",2025-08-23,21100,12,2705
33496074,"Dig This",2025-08-23,925,0,342
11890472,"Te Whiti Riser",2025-08-23,12746,4,1665
1752667,"Nga Tuna",2025-08-23,20193,0,2500
17193656,"Second Star 2018",2025-08-23,5271,9,1036
22324740,"Superplus Gracefield exit full",2025-08-23,10696,5,1773
22324737,"Lower Superplus to gracefield rd",2025-08-23,10604,5,1504
35587315,"Gingernuts and Towai Traverse",2025-08-23,2864,0,816
1752602,"Towai Traverse",2025-08-23,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-23,8239,2,1312
14931000,"Top of Te Whiti to Towai",2025-08-23,35538,18,3156
8760918,"Spoonhill + Scrims",2025-08-23,1605,0,434
35338309,"Fade To Black",2025-08-23,2022,0,503
5741040,"Freewheel, trig to 4wd",2025-08-24,42353,15,4645
35457806,"Snail trail",2025-08-24,33934,15,3983
11559698,"Labyrinth 2016 - down",2025-08-24,21671,5,3036
35512175,"Double Happy",2025-08-24,1390,0,382
3385864,"banker",2025-08-24,20284,10,3493
9230928,"Jungle Scout Up",2025-08-24,21635,7,3365
27751723,"Mohaka Meander south",2025-08-24,3144,0,763
27751719,"Mohaka Meander north",2025-08-24,2979,13,559
1752652,"491",2025-08-24,16510,8,2443
22616278,"Pavlova",2025-08-24,1566,0,436
3385865,"B-line Ext",2025-08-24,21112,12,2708
33496074,"Dig This",2025-08-24,925,0,342
11890472,"Te Whiti Riser",2025-08-24,12748,2,1664
1752667,"Nga Tuna",2025-08-24,20198,5,2501
17193656,"Second Star 2018",2025-08-24,5281,10,1041
22324740,"Superplus Gracefield exit full",2025-08-24,10701,5,1771
22324737,"Lower Superplus to gracefield rd",2025-08-24,10610,6,1505
35587315,"Gingernuts and Towai Traverse",2025-08-24,2867,3,816
1752602,"Towai Traverse",2025-08-24,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-24,8239,0,1312
14931000,"Top of Te Whiti to Towai",2025-08-24,35545,7,3157
8760918,"Spoonhill + Scrims",2025-08-24,1607,2,436
35338309,"Fade To Black",2025-08-24,2024,2,503
5741040,"Freewheel, trig to 4wd",2025-08-25,42358,5,4645
35457806,"Snail trail",2025-08-25,33941,7,3985
11559698,"Labyrinth 2016 - down",2025-08-25,21671,0,3036
35512175,"Double Happy",2025-08-25,1390,0,382
3385864,"banker",2025-08-25,20286,2,3493
9230928,"Jungle Scout Up",2025-08-25,21638,3,3367
27751723,"Mohaka Meander south",2025-08-25,3146,2,763
27751719,"Mohaka Meander north",2025-08-25,2980,1,559
1752652,"491",2025-08-25,16510,0,2443
22616278,"Pavlova",2025-08-25,1566,0,436
3385865,"B-line Ext",2025-08-25,21112,0,2708
33496074,"Dig This",2025-08-25,925,0,342
11890472,"Te Whiti Riser",2025-08-25,12751,3,1664
1752667,"Nga Tuna",2025-08-25,20198,0,2501
17193656,"Second Star 2018",2025-08-25,5282,1,1041
22324740,"Superplus Gracefield exit full",2025-08-25,10702,1,1771
22324737,"Lower Superplus to gracefield rd",2025-08-25,10611,1,1505
35587315,"Gingernuts and Towai Traverse",2025-08-25,2867,0,816
1752602,"Towai Traverse",2025-08-25,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-25,8240,1,1313
14931000,"Top of Te Whiti to Towai",2025-08-25,35549,4,3157
8760918,"Spoonhill + Scrims",2025-08-25,1607,0,436
35338309,"Fade To Black",2025-08-25,2025,1,503
5741040,"Freewheel, trig to 4wd",2025-08-26,42369,11,4645
35457806,"Snail trail",2025-08-26,33950,9,3985
11559698,"Labyrinth 2016 - down",2025-08-26,21676,5,3036
35512175,"Double Happy",2025-08-26,1390,0,382
3385864,"banker",2025-08-26,20287,1,3493
9230928,"Jungle Scout Up",2025-08-26,21638,0,3367
27751723,"Mohaka Meander south",2025-08-26,3146,0,763
27751719,"Mohaka Meander north",2025-08-26,2986,6,559
1752652,"491",2025-08-26,16512,2,2443
22616278,"Pavlova",2025-08-26,1566,0,436
3385865,"B-line Ext",2025-08-26,21117,5,2708
33496074,"Dig This",2025-08-26,925,0,342
11890472,"Te Whiti Riser",2025-08-26,12751,0,1664
1752667,"Nga Tuna",2025-08-26,20200,2,2501
17193656,"Second Star 2018",2025-08-26,5285,3,1041
22324740,"Superplus Gracefield exit full",2025-08-26,10702,0,1771
22324737,"Lower Superplus to gracefield rd",2025-08-26,10611,0,1505
35587315,"Gingernuts and Towai Traverse",2025-08-26,2868,1,814
1752602,"Towai Traverse",2025-08-26,7537,0,1290
2716897,"Towai Traverse Climb",2025-08-26,8240,0,1313
14931000,"Top of Te Whiti to Towai",2025-08-26,35549,0,3156
8760918,"Spoonhill + Scrims",2025-08-26,1607,0,436
35338309,"Fade To Black",2025-08-26,2025,0,503
5741040,"Freewheel, trig to 4wd",2025-08-27,42383,14,4645
35457806,"Snail trail",2025-08-27,33952,2,3985
11559698,"Labyrinth 2016 - down",2025-08-27,21677,1,3036
35512175,"Double Happy",2025-08-27,1391,1,382
3385864,"banker",2025-08-27,20287,0,3493
9230928,"Jungle Scout Up",2025-08-27,21637,0,3367
