segment_id,segment_name,date,total_attempts_on_date,daily_attempts,athlete_count
35587315,"Gingernuts and Towai Traverse",2025-05-31,2825,2,812
1752602,"Towai Traverse",2025-05-31,7527,1,1289
2716897,"Towai Traverse Climb",2025-05-31,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-05-31,35130,21,3137
8760918,"Spoonhill + Scrims",2025-05-31,1605,0,434
35338309,"Fade To Black",2025-05-31,1976,0,512
5741040,"Freewheel, trig to 4wd",2025-06-01,41739,8,4628
35457806,"Snail trail",2025-06-01,33662,2,3970
11559698,"Labyrinth 2016 - down",2025-06-01,21587,1,3029
35512175,"Double Happy",2025-06-01,1386,0,385
3385864,"banker",2025-06-01,20202,0,3489
9230928,"Jungle Scout Up",2025-06-01,21574,0,3206
27751723,"Mohaka Meander south",2025-06-01,3137,1,509
27751719,"Mohaka Meander north",2025-06-01,2713,4,535
1752652,"491",2025-06-01,16442,1,2432
22616278,"Pavlova",2025-06-01,1566,0,436
3385865,"B-line Ext",2025-06-01,20997,3,2151
33496074,"Dig This",2025-06-01,924,0,328
11890472,"Te Whiti Riser",2025-06-01,12695,6,1658
1752667,"Nga Tuna",2025-06-01,20146,5,2493
17193656,"Second Star 2018",2025-06-01,5143,2,1024
22324740,"Superplus Gracefield exit full",2025-06-01,10555,2,1765
22324737,"Lower Superplus to gracefield rd",2025-06-01,10458,1,1493
35587315,"Gingernuts and Towai Traverse",2025-06-01,2827,2,813
1752602,"Towai Traverse",2025-06-01,7528,1,1289
2716897,"Towai Traverse Climb",2025-06-01,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-01,35145,15,3139
8760918,"Spoonhill + Scrims",2025-06-01,1605,0,434
35338309,"Fade To Black",2025-06-01,1979,3,512
5741040,"Freewheel, trig to 4wd",2025-06-02,41760,21,4630
35457806,"Snail trail",2025-06-02,33671,9,3972
11559698,"Labyrinth 2016 - down",2025-06-02,21590,3,3031
35512175,"Double Happy",2025-06-02,1386,0,385
3385864,"banker",2025-06-02,20211,9,3489
9230928,"Jungle Scout Up",2025-06-02,21581,7,3359
27751723,"Mohaka Meander south",2025-06-02,3138,1,509
27751719,"Mohaka Meander north",2025-06-02,2719,6,535
1752652,"491",2025-06-02,16444,2,2433
22616278,"Pavlova",2025-06-02,1566,0,436
3385865,"B-line Ext",2025-06-02,21008,11,2154
33496074,"Dig This",2025-06-02,924,0,328
11890472,"Te Whiti Riser",2025-06-02,12700,5,1659
1752667,"Nga Tuna",2025-06-02,20150,4,2494
17193656,"Second Star 2018",2025-06-02,5145,2,1024
22324740,"Superplus Gracefield exit full",2025-06-02,10562,7,1767
22324737,"Lower Superplus to gracefield rd",2025-06-02,10466,8,1495
35587315,"Gingernuts and Towai Traverse",2025-06-02,2831,4,815
1752602,"Towai Traverse",2025-06-02,7528,0,1289
2716897,"Towai Traverse Climb",2025-06-02,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-02,35163,18,3143
8760918,"Spoonhill + Scrims",2025-06-02,1605,0,434
35338309,"Fade To Black",2025-06-02,1983,4,512
5741040,"Freewheel, trig to 4wd",2025-06-03,41771,11,4630
35457806,"Snail trail",2025-06-03,33677,6,3972
11559698,"Labyrinth 2016 - down",2025-06-03,21590,0,3031
35512175,"Double Happy",2025-06-03,1386,0,385
3385864,"banker",2025-06-03,20211,0,3489
9230928,"Jungle Scout Up",2025-06-03,21581,0,3359
27751723,"Mohaka Meander south",2025-06-03,3138,0,509
27751719,"Mohaka Meander north",2025-06-03,2725,6,535
1752652,"491",2025-06-03,16444,0,2433
22616278,"Pavlova",2025-06-03,1566,0,436
3385865,"B-line Ext",2025-06-03,21008,0,2154
33496074,"Dig This",2025-06-03,924,0,328
11890472,"Te Whiti Riser",2025-06-03,12699,0,1659
1752667,"Nga Tuna",2025-06-03,20150,0,2494
17193656,"Second Star 2018",2025-06-03,5149,4,1024
22324740,"Superplus Gracefield exit full",2025-06-03,10564,2,1767
22324737,"Lower Superplus to gracefield rd",2025-06-03,10468,2,1495
35587315,"Gingernuts and Towai Traverse",2025-06-03,2831,0,815
1752602,"Towai Traverse",2025-06-03,7528,0,1289
2716897,"Towai Traverse Climb",2025-06-03,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-03,35167,4,3143
8760918,"Spoonhill + Scrims",2025-06-03,1605,0,434
35338309,"Fade To Black",2025-06-03,1983,0,512
5741040,"Freewheel, trig to 4wd",2025-06-04,41771,0,4630
35457806,"Snail trail",2025-06-04,33678,1,3972
11559698,"Labyrinth 2016 - down",2025-06-04,21591,1,3031
35512175,"Double Happy",2025-06-04,1386,0,385
3385864,"banker",2025-06-04,20211,0,3489
9230928,"Jungle Scout Up",2025-06-04,21582,1,3359
27751723,"Mohaka Meander south",2025-06-04,3138,0,509
27751719,"Mohaka Meander north",2025-06-04,2726,1,535
1752652,"491",2025-06-04,16446,2,2433
22616278,"Pavlova",2025-06-04,1566,0,436
3385865,"B-line Ext",2025-06-04,21009,1,2154
33496074,"Dig This",2025-06-04,924,0,328
11890472,"Te Whiti Riser",2025-06-04,12699,0,1659
1752667,"Nga Tuna",2025-06-04,20153,3,2494
17193656,"Second Star 2018",2025-06-04,5150,1,1023
22324740,"Superplus Gracefield exit full",2025-06-04,10564,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-04,10468,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-04,2832,1,816
1752602,"Towai Traverse",2025-06-04,7528,0,1289
2716897,"Towai Traverse Climb",2025-06-04,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-04,35167,0,3143
8760918,"Spoonhill + Scrims",2025-06-04,1605,0,434
35338309,"Fade To Black",2025-06-04,1985,2,512
5741040,"Freewheel, trig to 4wd",2025-06-05,41774,3,4630
35457806,"Snail trail",2025-06-05,33678,0,3972
11559698,"Labyrinth 2016 - down",2025-06-05,21591,0,3031
35512175,"Double Happy",2025-06-05,1386,0,385
3385864,"banker",2025-06-05,20211,0,3489
9230928,"Jungle Scout Up",2025-06-05,21582,0,3359
27751723,"Mohaka Meander south",2025-06-05,3138,0,509
27751719,"Mohaka Meander north",2025-06-05,2727,1,535
1752652,"491",2025-06-05,16447,1,2433
22616278,"Pavlova",2025-06-05,1566,0,436
3385865,"B-line Ext",2025-06-05,21009,0,2154
33496074,"Dig This",2025-06-05,924,0,328
11890472,"Te Whiti Riser",2025-06-05,12699,0,1659
1752667,"Nga Tuna",2025-06-05,20153,0,2494
17193656,"Second Star 2018",2025-06-05,5150,0,1023
22324740,"Superplus Gracefield exit full",2025-06-05,10564,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-05,10468,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-05,2832,0,816
1752602,"Towai Traverse",2025-06-05,7528,0,1289
2716897,"Towai Traverse Climb",2025-06-05,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-05,35168,1,3143
8760918,"Spoonhill + Scrims",2025-06-05,1605,0,434
35338309,"Fade To Black",2025-06-05,1985,0,512
5741040,"Freewheel, trig to 4wd",2025-06-06,41777,3,4631
35457806,"Snail trail",2025-06-06,33678,0,3972
11559698,"Labyrinth 2016 - down",2025-06-06,21594,3,3032
35512175,"Double Happy",2025-06-06,1386,0,385
3385864,"banker",2025-06-06,20211,0,3489
9230928,"Jungle Scout Up",2025-06-06,21581,0,3359
27751723,"Mohaka Meander south",2025-06-06,3138,0,509
27751719,"Mohaka Meander north",2025-06-06,2728,1,535
1752652,"491",2025-06-06,16448,1,2433
22616278,"Pavlova",2025-06-06,1566,0,436
3385865,"B-line Ext",2025-06-06,21010,1,2154
33496074,"Dig This",2025-06-06,924,0,328
11890472,"Te Whiti Riser",2025-06-06,12699,0,1659
1752667,"Nga Tuna",2025-06-06,20153,0,2494
17193656,"Second Star 2018",2025-06-06,5150,0,1023
22324740,"Superplus Gracefield exit full",2025-06-06,10564,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-06,10468,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-06,2832,0,816
1752602,"Towai Traverse",2025-06-06,7528,0,1289
2716897,"Towai Traverse Climb",2025-06-06,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-06,35168,0,3143
8760918,"Spoonhill + Scrims",2025-06-06,1605,0,434
35338309,"Fade To Black",2025-06-06,1985,0,512
5741040,"Freewheel, trig to 4wd",2025-06-07,41780,3,4631
35457806,"Snail trail",2025-06-07,33680,2,3972
11559698,"Labyrinth 2016 - down",2025-06-07,21596,2,3032
35512175,"Double Happy",2025-06-07,1386,0,385
3385864,"banker",2025-06-07,20211,0,3489
9230928,"Jungle Scout Up",2025-06-07,21581,0,3359
27751723,"Mohaka Meander south",2025-06-07,3138,0,509
27751719,"Mohaka Meander north",2025-06-07,2731,3,536
1752652,"491",2025-06-07,16448,0,2433
22616278,"Pavlova",2025-06-07,1566,0,436
3385865,"B-line Ext",2025-06-07,21011,1,2154
33496074,"Dig This",2025-06-07,924,0,328
11890472,"Te Whiti Riser",2025-06-07,12699,0,1659
1752667,"Nga Tuna",2025-06-07,20155,2,2494
17193656,"Second Star 2018",2025-06-07,5152,2,1024
22324740,"Superplus Gracefield exit full",2025-06-07,10564,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-07,10468,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-07,2834,2,816
1752602,"Towai Traverse",2025-06-07,7528,0,1289
2716897,"Towai Traverse Climb",2025-06-07,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-07,35169,1,3143
8760918,"Spoonhill + Scrims",2025-06-07,1605,0,434
35338309,"Fade To Black",2025-06-07,1987,2,512
5741040,"Freewheel, trig to 4wd",2025-06-08,41786,6,4629
35457806,"Snail trail",2025-06-08,33684,4,3973
11559698,"Labyrinth 2016 - down",2025-06-08,21598,2,3032
35512175,"Double Happy",2025-06-08,1386,0,385
3385864,"banker",2025-06-08,20214,3,3488
9230928,"Jungle Scout Up",2025-06-08,21582,1,3360
27751723,"Mohaka Meander south",2025-06-08,3138,0,509
27751719,"Mohaka Meander north",2025-06-08,2731,0,537
1752652,"491",2025-06-08,16447,0,2433
22616278,"Pavlova",2025-06-08,1566,0,436
3385865,"B-line Ext",2025-06-08,21006,0,2695
33496074,"Dig This",2025-06-08,924,0,328
11890472,"Te Whiti Riser",2025-06-08,12699,0,1659
1752667,"Nga Tuna",2025-06-08,20155,0,2494
17193656,"Second Star 2018",2025-06-08,5153,1,1025
22324740,"Superplus Gracefield exit full",2025-06-08,10566,2,1767
22324737,"Lower Superplus to gracefield rd",2025-06-08,10470,2,1495
35587315,"Gingernuts and Towai Traverse",2025-06-08,2833,0,816
1752602,"Towai Traverse",2025-06-08,7527,0,1289
2716897,"Towai Traverse Climb",2025-06-08,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-08,35178,9,3143
8760918,"Spoonhill + Scrims",2025-06-08,1605,0,434
35338309,"Fade To Black",2025-06-08,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-09,41786,0,4629
35457806,"Snail trail",2025-06-09,33684,0,3973
11559698,"Labyrinth 2016 - down",2025-06-09,21598,0,3032
35512175,"Double Happy",2025-06-09,1386,0,385
3385864,"banker",2025-06-09,20214,0,3488
9230928,"Jungle Scout Up",2025-06-09,21582,0,3360
27751723,"Mohaka Meander south",2025-06-09,3138,0,509
27751719,"Mohaka Meander north",2025-06-09,2731,0,537
1752652,"491",2025-06-09,16447,0,2433
22616278,"Pavlova",2025-06-09,1566,0,436
3385865,"B-line Ext",2025-06-09,21006,0,2695
33496074,"Dig This",2025-06-09,924,0,328
11890472,"Te Whiti Riser",2025-06-09,12699,0,1659
1752667,"Nga Tuna",2025-06-09,20155,0,2494
17193656,"Second Star 2018",2025-06-09,5153,0,1025
22324740,"Superplus Gracefield exit full",2025-06-09,10566,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-09,10470,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-09,2833,0,816
1752602,"Towai Traverse",2025-06-09,7527,0,1289
2716897,"Towai Traverse Climb",2025-06-09,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-09,35178,0,3143
8760918,"Spoonhill + Scrims",2025-06-09,1605,0,434
35338309,"Fade To Black",2025-06-09,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-10,41789,3,4629
35457806,"Snail trail",2025-06-10,33685,1,3973
11559698,"Labyrinth 2016 - down",2025-06-10,21598,0,3032
35512175,"Double Happy",2025-06-10,1386,0,385
3385864,"banker",2025-06-10,20214,0,3488
9230928,"Jungle Scout Up",2025-06-10,21582,0,3360
27751723,"Mohaka Meander south",2025-06-10,3138,0,509
27751719,"Mohaka Meander north",2025-06-10,2732,1,537
1752652,"491",2025-06-10,16447,0,2433
22616278,"Pavlova",2025-06-10,1566,0,436
3385865,"B-line Ext",2025-06-10,21006,0,2695
33496074,"Dig This",2025-06-10,924,0,328
11890472,"Te Whiti Riser",2025-06-10,12699,0,1659
1752667,"Nga Tuna",2025-06-10,20155,0,2494
17193656,"Second Star 2018",2025-06-10,5154,1,1025
22324740,"Superplus Gracefield exit full",2025-06-10,10567,1,1767
22324737,"Lower Superplus to gracefield rd",2025-06-10,10471,1,1495
35587315,"Gingernuts and Towai Traverse",2025-06-10,2833,0,816
1752602,"Towai Traverse",2025-06-10,7527,0,1289
2716897,"Towai Traverse Climb",2025-06-10,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-10,35179,1,3143
8760918,"Spoonhill + Scrims",2025-06-10,1605,0,434
35338309,"Fade To Black",2025-06-10,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-11,41789,0,4629
35457806,"Snail trail",2025-06-11,33685,0,3973
11559698,"Labyrinth 2016 - down",2025-06-11,21598,0,3032
35512175,"Double Happy",2025-06-11,1386,0,385
3385864,"banker",2025-06-11,20214,0,3488
9230928,"Jungle Scout Up",2025-06-11,21582,0,3360
27751723,"Mohaka Meander south",2025-06-11,3138,0,509
27751719,"Mohaka Meander north",2025-06-11,2732,0,537
1752652,"491",2025-06-11,16447,0,2433
22616278,"Pavlova",2025-06-11,1566,0,436
3385865,"B-line Ext",2025-06-11,21006,0,2695
33496074,"Dig This",2025-06-11,924,0,328
11890472,"Te Whiti Riser",2025-06-11,12699,0,1659
1752667,"Nga Tuna",2025-06-11,20155,0,2494
17193656,"Second Star 2018",2025-06-11,5154,0,1025
22324740,"Superplus Gracefield exit full",2025-06-11,10567,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-11,10471,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-11,2833,0,816
1752602,"Towai Traverse",2025-06-11,7527,0,1289
2716897,"Towai Traverse Climb",2025-06-11,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-11,35179,0,3143
8760918,"Spoonhill + Scrims",2025-06-11,1605,0,434
35338309,"Fade To Black",2025-06-11,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-12,41791,2,4629
35457806,"Snail trail",2025-06-12,33685,0,3973
11559698,"Labyrinth 2016 - down",2025-06-12,21598,0,3032
35512175,"Double Happy",2025-06-12,1386,0,385
3385864,"banker",2025-06-12,20214,0,3488
9230928,"Jungle Scout Up",2025-06-12,21582,0,3360
27751723,"Mohaka Meander south",2025-06-12,3138,0,509
27751719,"Mohaka Meander north",2025-06-12,2733,1,537
1752652,"491",2025-06-12,16447,0,2433
22616278,"Pavlova",2025-06-12,1566,0,436
3385865,"B-line Ext",2025-06-12,21006,0,2695
33496074,"Dig This",2025-06-12,924,0,328
11890472,"Te Whiti Riser",2025-06-12,12700,1,1660
1752667,"Nga Tuna",2025-06-12,20155,0,2494
17193656,"Second Star 2018",2025-06-12,5154,0,1025
22324740,"Superplus Gracefield exit full",2025-06-12,10567,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-12,10471,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-12,2833,0,816
1752602,"Towai Traverse",2025-06-12,7527,0,1289
2716897,"Towai Traverse Climb",2025-06-12,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-12,35180,1,3143
8760918,"Spoonhill + Scrims",2025-06-12,1605,0,434
35338309,"Fade To Black",2025-06-12,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-13,41792,1,4629
35457806,"Snail trail",2025-06-13,33685,0,3973
11559698,"Labyrinth 2016 - down",2025-06-13,21598,0,3032
35512175,"Double Happy",2025-06-13,1386,0,385
3385864,"banker",2025-06-13,20214,0,3488
9230928,"Jungle Scout Up",2025-06-13,21582,0,3360
27751723,"Mohaka Meander south",2025-06-13,3138,0,509
27751719,"Mohaka Meander north",2025-06-13,2733,0,537
1752652,"491",2025-06-13,16447,0,2433
22616278,"Pavlova",2025-06-13,1566,0,436
3385865,"B-line Ext",2025-06-13,21006,0,2695
33496074,"Dig This",2025-06-13,924,0,328
11890472,"Te Whiti Riser",2025-06-13,12699,0,1660
1752667,"Nga Tuna",2025-06-13,20155,0,2494
17193656,"Second Star 2018",2025-06-13,5154,0,1025
22324740,"Superplus Gracefield exit full",2025-06-13,10567,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-13,10471,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-13,2833,0,816
1752602,"Towai Traverse",2025-06-13,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-13,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-13,35180,0,3143
8760918,"Spoonhill + Scrims",2025-06-13,1605,0,434
35338309,"Fade To Black",2025-06-13,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-14,41794,2,4629
35457806,"Snail trail",2025-06-14,33686,1,3973
11559698,"Labyrinth 2016 - down",2025-06-14,21598,0,3032
35512175,"Double Happy",2025-06-14,1388,2,386
3385864,"banker",2025-06-14,20216,2,3488
9230928,"Jungle Scout Up",2025-06-14,21582,0,3360
27751723,"Mohaka Meander south",2025-06-14,3138,0,509
27751719,"Mohaka Meander north",2025-06-14,2737,4,537
1752652,"491",2025-06-14,16449,2,2433
22616278,"Pavlova",2025-06-14,1566,0,436
3385865,"B-line Ext",2025-06-14,21006,0,2695
33496074,"Dig This",2025-06-14,924,0,328
11890472,"Te Whiti Riser",2025-06-14,12699,0,1660
1752667,"Nga Tuna",2025-06-14,20155,0,2494
17193656,"Second Star 2018",2025-06-14,5155,1,1025
22324740,"Superplus Gracefield exit full",2025-06-14,10569,2,1767
22324737,"Lower Superplus to gracefield rd",2025-06-14,10473,2,1495
35587315,"Gingernuts and Towai Traverse",2025-06-14,2834,1,816
1752602,"Towai Traverse",2025-06-14,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-14,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-14,35187,7,3144
8760918,"Spoonhill + Scrims",2025-06-14,1605,0,434
35338309,"Fade To Black",2025-06-14,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-15,41815,21,4629
35457806,"Snail trail",2025-06-15,33699,13,3974
11559698,"Labyrinth 2016 - down",2025-06-15,21603,5,3033
35512175,"Double Happy",2025-06-15,1388,0,386
3385864,"banker",2025-06-15,20218,2,3488
9230928,"Jungle Scout Up",2025-06-15,21584,2,3360
27751723,"Mohaka Meander south",2025-06-15,3138,0,509
27751719,"Mohaka Meander north",2025-06-15,2750,13,538
1752652,"491",2025-06-15,16451,2,2433
22616278,"Pavlova",2025-06-15,1566,0,436
3385865,"B-line Ext",2025-06-15,21010,4,2696
33496074,"Dig This",2025-06-15,924,0,328
11890472,"Te Whiti Riser",2025-06-15,12701,2,1661
1752667,"Nga Tuna",2025-06-15,20155,0,2494
17193656,"Second Star 2018",2025-06-15,5166,11,1026
22324740,"Superplus Gracefield exit full",2025-06-15,10572,3,1767
22324737,"Lower Superplus to gracefield rd",2025-06-15,10476,3,1495
35587315,"Gingernuts and Towai Traverse",2025-06-15,2837,3,816
1752602,"Towai Traverse",2025-06-15,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-15,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-15,35201,14,3144
8760918,"Spoonhill + Scrims",2025-06-15,1605,0,434
35338309,"Fade To Black",2025-06-15,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-16,41815,0,4629
35457806,"Snail trail",2025-06-16,33700,1,3974
11559698,"Labyrinth 2016 - down",2025-06-16,21603,0,3033
35512175,"Double Happy",2025-06-16,1388,0,386
3385864,"banker",2025-06-16,20219,1,3488
9230928,"Jungle Scout Up",2025-06-16,21584,0,3360
27751723,"Mohaka Meander south",2025-06-16,3138,0,509
27751719,"Mohaka Meander north",2025-06-16,2751,1,539
1752652,"491",2025-06-16,16451,0,2433
22616278,"Pavlova",2025-06-16,1566,0,436
3385865,"B-line Ext",2025-06-16,21010,0,2696
33496074,"Dig This",2025-06-16,924,0,328
11890472,"Te Whiti Riser",2025-06-16,12702,1,1661
1752667,"Nga Tuna",2025-06-16,20155,0,2494
17193656,"Second Star 2018",2025-06-16,5166,0,1026
22324740,"Superplus Gracefield exit full",2025-06-16,10572,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-16,10476,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-16,2837,0,816
1752602,"Towai Traverse",2025-06-16,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-16,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-16,35202,1,3144
8760918,"Spoonhill + Scrims",2025-06-16,1605,0,434
35338309,"Fade To Black",2025-06-16,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-17,41818,3,4629
35457806,"Snail trail",2025-06-17,33703,3,3974
11559698,"Labyrinth 2016 - down",2025-06-17,21604,1,3033
35512175,"Double Happy",2025-06-17,1388,0,386
3385864,"banker",2025-06-17,20220,1,3488
9230928,"Jungle Scout Up",2025-06-17,21585,1,3360
27751723,"Mohaka Meander south",2025-06-17,3138,0,509
27751719,"Mohaka Meander north",2025-06-17,2753,2,539
1752652,"491",2025-06-17,16454,3,2434
22616278,"Pavlova",2025-06-17,1566,0,436
3385865,"B-line Ext",2025-06-17,21011,1,2696
33496074,"Dig This",2025-06-17,924,0,328
11890472,"Te Whiti Riser",2025-06-17,12701,0,1661
1752667,"Nga Tuna",2025-06-17,20157,2,2494
17193656,"Second Star 2018",2025-06-17,5167,1,1026
22324740,"Superplus Gracefield exit full",2025-06-17,10573,1,1767
22324737,"Lower Superplus to gracefield rd",2025-06-17,10477,1,1495
35587315,"Gingernuts and Towai Traverse",2025-06-17,2837,0,816
1752602,"Towai Traverse",2025-06-17,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-17,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-17,35202,0,3145
8760918,"Spoonhill + Scrims",2025-06-17,1605,0,434
35338309,"Fade To Black",2025-06-17,1986,0,512
5741040,"Freewheel, trig to 4wd",2025-06-18,41832,14,4630
35457806,"Snail trail",2025-06-18,33708,5,3975
11559698,"Labyrinth 2016 - down",2025-06-18,21607,3,3034
35512175,"Double Happy",2025-06-18,1388,0,386
3385864,"banker",2025-06-18,20232,12,3488
9230928,"Jungle Scout Up",2025-06-18,21585,0,3360
27751723,"Mohaka Meander south",2025-06-18,3138,0,509
27751719,"Mohaka Meander north",2025-06-18,2755,2,539
1752652,"491",2025-06-18,16454,0,2434
22616278,"Pavlova",2025-06-18,1566,0,436
3385865,"B-line Ext",2025-06-18,21013,2,2697
33496074,"Dig This",2025-06-18,925,1,342
11890472,"Te Whiti Riser",2025-06-18,12703,2,1661
1752667,"Nga Tuna",2025-06-18,20157,0,2494
17193656,"Second Star 2018",2025-06-18,5169,2,1026
22324740,"Superplus Gracefield exit full",2025-06-18,10578,5,1767
22324737,"Lower Superplus to gracefield rd",2025-06-18,10482,5,1495
35587315,"Gingernuts and Towai Traverse",2025-06-18,2837,0,816
1752602,"Towai Traverse",2025-06-18,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-18,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-18,35212,10,3146
8760918,"Spoonhill + Scrims",2025-06-18,1605,0,434
35338309,"Fade To Black",2025-06-18,1987,1,496
5741040,"Freewheel, trig to 4wd",2025-06-19,41830,0,4629
35457806,"Snail trail",2025-06-19,33701,0,3974
11559698,"Labyrinth 2016 - down",2025-06-19,21605,0,3033
35512175,"Double Happy",2025-06-19,1388,0,386
3385864,"banker",2025-06-19,20221,0,3487
9230928,"Jungle Scout Up",2025-06-19,21585,0,3360
27751723,"Mohaka Meander south",2025-06-19,3138,0,509
27751719,"Mohaka Meander north",2025-06-19,2755,0,539
1752652,"491",2025-06-19,16456,2,2434
22616278,"Pavlova",2025-06-19,1566,0,436
3385865,"B-line Ext",2025-06-19,21013,0,2697
33496074,"Dig This",2025-06-19,923,0,341
11890472,"Te Whiti Riser",2025-06-19,12703,0,1661
1752667,"Nga Tuna",2025-06-19,20159,2,2494
17193656,"Second Star 2018",2025-06-19,5166,0,1026
22324740,"Superplus Gracefield exit full",2025-06-19,10578,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-19,10482,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-19,2837,0,816
1752602,"Towai Traverse",2025-06-19,7526,0,1289
2716897,"Towai Traverse Climb",2025-06-19,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-19,35213,1,3145
8760918,"Spoonhill + Scrims",2025-06-19,1605,0,434
35338309,"Fade To Black",2025-06-19,1985,0,495
5741040,"Freewheel, trig to 4wd",2025-06-20,41837,7,4629
35457806,"Snail trail",2025-06-20,33702,1,3974
11559698,"Labyrinth 2016 - down",2025-06-20,21606,1,3033
35512175,"Double Happy",2025-06-20,1388,0,386
3385864,"banker",2025-06-20,20223,2,3487
9230928,"Jungle Scout Up",2025-06-20,21587,2,3360
27751723,"Mohaka Meander south",2025-06-20,3138,0,509
27751719,"Mohaka Meander north",2025-06-20,2760,5,538
1752652,"491",2025-06-20,16461,5,2434
22616278,"Pavlova",2025-06-20,1566,0,436
3385865,"B-line Ext",2025-06-20,21015,2,2697
33496074,"Dig This",2025-06-20,923,0,341
11890472,"Te Whiti Riser",2025-06-20,12703,0,1661
1752667,"Nga Tuna",2025-06-20,20162,3,2494
17193656,"Second Star 2018",2025-06-20,5169,3,1026
22324740,"Superplus Gracefield exit full",2025-06-20,10578,0,1767
22324737,"Lower Superplus to gracefield rd",2025-06-20,10482,0,1495
35587315,"Gingernuts and Towai Traverse",2025-06-20,2838,1,816
1752602,"Towai Traverse",2025-06-20,7527,1,1289
2716897,"Towai Traverse Climb",2025-06-20,8208,0,1311
14931000,"Top of Te Whiti to Towai",2025-06-20,35216,3,3145
8760918,"Spoonhill + Scrims",2025-06-20,1605,0,434
35338309,"Fade To Black",2025-06-20,1988,3,495
5741040,"Freewheel, trig to 4wd",2025-06-21,41865,28,4631
35457806,"Snail trail",2025-06-21,33711,9,3974
11559698,"Labyrinth 2016 - down",2025-06-21,21608,2,3034
35512175,"Double Happy",2025-06-21,1388,0,386
3385864,"banker",2025-06-21,20224,1,3487
9230928,"Jungle Scout Up",2025-06-21,21587,0,3360
27751723,"Mohaka Meander south",2025-06-21,3138,0,509
27751719,"Mohaka Meander north",2025-06-21,2775,15,540
1752652,"491",2025-06-21,16463,2,2434
22616278,"Pavlova",2025-06-21,1566,0,436
3385865,"B-line Ext",2025-06-21,21017,2,2698
33496074,"Dig This",2025-06-21,923,0,341
11890472,"Te Whiti Riser",2025-06-21,12706,3,1661
1752667,"Nga Tuna",2025-06-21,20163,1,2494
17193656,"Second Star 2018",2025-06-21,5176,7,1027
22324740,"Superplus Gracefield exit full",2025-06-21,10583,5,1767
22324737,"Lower Superplus to gracefield rd",2025-06-21,10487,5,1495
